cellID	cellType	SubjectName
cell_2996	cell_type_3	Mix_6
cell_2997	cell_type_3	Mix_7
cell_2998	cell_type_3	Mix_8
cell_2999	cell_type_3	Mix_9
cell_3000	cell_type_3	Mix_10
cell_3001	cell_type_4	Mix_1
cell_3002	cell_type_4	Mix_2
cell_3003	cell_type_4	Mix_3
cell_3004	cell_type_4	Mix_4
cell_3005	cell_type_4	Mix_5
cell_3006	cell_type_4	Mix_6
cell_3007	cell_type_4	Mix_7
cell_3008	cell_type_4	Mix_8
cell_3009	cell_type_4	Mix_9
cell_3010	cell_type_4	Mix_10
cell_3011	cell_type_4	Mix_1
cell_3012	cell_type_4	Mix_2
cell_3013	cell_type_4	Mix_3
cell_3014	cell_type_4	Mix_4
cell_3015	cell_type_4	Mix_5
cell_3016	cell_type_4	Mix_6
cell_3017	cell_type_4	Mix_7
cell_3018	cell_type_4	Mix_8
cell_3019	cell_type_4	Mix_9
cell_3020	cell_type_4	Mix_10
cell_3021	cell_type_4	Mix_1
cell_3022	cell_type_4	Mix_2
cell_3023	cell_type_4	Mix_3
cell_3024	cell_type_4	Mix_4
cell_3025	cell_type_4	Mix_5
cell_3026	cell_type_4	Mix_6
cell_3027	cell_type_4	Mix_7
cell_3028	cell_type_4	Mix_8
cell_3029	cell_type_4	Mix_9
cell_3030	cell_type_4	Mix_10
cell_3031	cell_type_4	Mix_1
cell_3032	cell_type_4	Mix_2
cell_3033	cell_type_4	Mix_3
cell_3034	cell_type_4	Mix_4
cell_3035	cell_type_4	Mix_5
cell_3036	cell_type_4	Mix_6
cell_3037	cell_type_4	Mix_7
cell_3038	cell_type_4	Mix_8
cell_3039	cell_type_4	Mix_9
cell_3040	cell_type_4	Mix_10
cell_3041	cell_type_4	Mix_1
cell_3042	cell_type_4	Mix_2
cell_3043	cell_type_4	Mix_3
cell_3044	cell_type_4	Mix_4
cell_3045	cell_type_4	Mix_5
cell_3046	cell_type_4	Mix_6
cell_3047	cell_type_4	Mix_7
cell_3048	cell_type_4	Mix_8
cell_3049	cell_type_4	Mix_9
cell_3050	cell_type_4	Mix_10
cell_3051	cell_type_4	Mix_1
cell_3052	cell_type_4	Mix_2
cell_3053	cell_type_4	Mix_3
cell_3054	cell_type_4	Mix_4
cell_3055	cell_type_4	Mix_5
cell_3056	cell_type_4	Mix_6
cell_3057	cell_type_4	Mix_7
cell_3058	cell_type_4	Mix_8
cell_3059	cell_type_4	Mix_9
cell_3060	cell_type_4	Mix_10
cell_3061	cell_type_4	Mix_1
cell_3062	cell_type_4	Mix_2
cell_3063	cell_type_4	Mix_3
cell_3064	cell_type_4	Mix_4
cell_3065	cell_type_4	Mix_5
cell_3066	cell_type_4	Mix_6
cell_3067	cell_type_4	Mix_7
cell_3068	cell_type_4	Mix_8
cell_3069	cell_type_4	Mix_9
cell_3070	cell_type_4	Mix_10
cell_3071	cell_type_4	Mix_1
cell_3072	cell_type_4	Mix_2
cell_3073	cell_type_4	Mix_3
cell_3074	cell_type_4	Mix_4
cell_3075	cell_type_4	Mix_5
cell_3076	cell_type_4	Mix_6
cell_3077	cell_type_4	Mix_7
cell_3078	cell_type_4	Mix_8
cell_3079	cell_type_4	Mix_9
cell_3080	cell_type_4	Mix_10
cell_3081	cell_type_4	Mix_1
cell_3082	cell_type_4	Mix_2
cell_3083	cell_type_4	Mix_3
cell_3084	cell_type_4	Mix_4
cell_3085	cell_type_4	Mix_5
cell_3086	cell_type_4	Mix_6
cell_3087	cell_type_4	Mix_7
cell_3088	cell_type_4	Mix_8
cell_3089	cell_type_4	Mix_9
cell_3090	cell_type_4	Mix_10
cell_3091	cell_type_4	Mix_1
cell_3092	cell_type_4	Mix_2
cell_3093	cell_type_4	Mix_3
cell_3094	cell_type_4	Mix_4
cell_3095	cell_type_4	Mix_5
cell_3096	cell_type_4	Mix_6
cell_3097	cell_type_4	Mix_7
cell_3098	cell_type_4	Mix_8
cell_3099	cell_type_4	Mix_9
cell_3100	cell_type_4	Mix_10
cell_3101	cell_type_4	Mix_1
cell_3102	cell_type_4	Mix_2
cell_3103	cell_type_4	Mix_3
cell_3104	cell_type_4	Mix_4
cell_3105	cell_type_4	Mix_5
cell_3106	cell_type_4	Mix_6
cell_3107	cell_type_4	Mix_7
cell_3108	cell_type_4	Mix_8
cell_3109	cell_type_4	Mix_9
cell_3110	cell_type_4	Mix_10
cell_3111	cell_type_4	Mix_1
cell_3112	cell_type_4	Mix_2
cell_3113	cell_type_4	Mix_3
cell_3114	cell_type_4	Mix_4
cell_3115	cell_type_4	Mix_5
cell_3116	cell_type_4	Mix_6
cell_3117	cell_type_4	Mix_7
cell_3118	cell_type_4	Mix_8
cell_3119	cell_type_4	Mix_9
cell_3120	cell_type_4	Mix_10
cell_3121	cell_type_4	Mix_1
cell_3122	cell_type_4	Mix_2
cell_3123	cell_type_4	Mix_3
cell_3124	cell_type_4	Mix_4
cell_3125	cell_type_4	Mix_5
cell_3126	cell_type_4	Mix_6
cell_3127	cell_type_4	Mix_7
cell_3128	cell_type_4	Mix_8
cell_3129	cell_type_4	Mix_9
cell_3130	cell_type_4	Mix_10
cell_3131	cell_type_4	Mix_1
cell_3132	cell_type_4	Mix_2
cell_3133	cell_type_4	Mix_3
cell_3134	cell_type_4	Mix_4
cell_3135	cell_type_4	Mix_5
cell_3136	cell_type_4	Mix_6
cell_3137	cell_type_4	Mix_7
cell_3138	cell_type_4	Mix_8
cell_3139	cell_type_4	Mix_9
cell_3140	cell_type_4	Mix_10
cell_3141	cell_type_4	Mix_1
cell_3142	cell_type_4	Mix_2
cell_3143	cell_type_4	Mix_3
cell_3144	cell_type_4	Mix_4
cell_3145	cell_type_4	Mix_5
cell_3146	cell_type_4	Mix_6
cell_3147	cell_type_4	Mix_7
cell_3148	cell_type_4	Mix_8
cell_3149	cell_type_4	Mix_9
cell_3150	cell_type_4	Mix_10
cell_3151	cell_type_4	Mix_1
cell_3152	cell_type_4	Mix_2
cell_3153	cell_type_4	Mix_3
cell_3154	cell_type_4	Mix_4
cell_3155	cell_type_4	Mix_5
cell_3156	cell_type_4	Mix_6
cell_3157	cell_type_4	Mix_7
cell_3158	cell_type_4	Mix_8
cell_3159	cell_type_4	Mix_9
cell_3160	cell_type_4	Mix_10
cell_3161	cell_type_4	Mix_1
cell_3162	cell_type_4	Mix_2
cell_3163	cell_type_4	Mix_3
cell_3164	cell_type_4	Mix_4
cell_3165	cell_type_4	Mix_5
cell_3166	cell_type_4	Mix_6
cell_3167	cell_type_4	Mix_7
cell_3168	cell_type_4	Mix_8
cell_3169	cell_type_4	Mix_9
cell_3170	cell_type_4	Mix_10
cell_3171	cell_type_4	Mix_1
cell_3172	cell_type_4	Mix_2
cell_3173	cell_type_4	Mix_3
cell_3174	cell_type_4	Mix_4
cell_3175	cell_type_4	Mix_5
cell_3176	cell_type_4	Mix_6
cell_3177	cell_type_4	Mix_7
cell_3178	cell_type_4	Mix_8
cell_3179	cell_type_4	Mix_9
cell_3180	cell_type_4	Mix_10
cell_3181	cell_type_4	Mix_1
cell_3182	cell_type_4	Mix_2
cell_3183	cell_type_4	Mix_3
cell_3184	cell_type_4	Mix_4
cell_3185	cell_type_4	Mix_5
cell_3186	cell_type_4	Mix_6
cell_3187	cell_type_4	Mix_7
cell_3188	cell_type_4	Mix_8
cell_3189	cell_type_4	Mix_9
cell_3190	cell_type_4	Mix_10
cell_3191	cell_type_4	Mix_1
cell_3192	cell_type_4	Mix_2
cell_3193	cell_type_4	Mix_3
cell_3194	cell_type_4	Mix_4
cell_3195	cell_type_4	Mix_5
cell_3196	cell_type_4	Mix_6
cell_3197	cell_type_4	Mix_7
cell_3198	cell_type_4	Mix_8
cell_3199	cell_type_4	Mix_9
cell_3200	cell_type_4	Mix_10
cell_3201	cell_type_4	Mix_1
cell_3202	cell_type_4	Mix_2
cell_3203	cell_type_4	Mix_3
cell_3204	cell_type_4	Mix_4
cell_3205	cell_type_4	Mix_5
cell_3206	cell_type_4	Mix_6
cell_3207	cell_type_4	Mix_7
cell_3208	cell_type_4	Mix_8
cell_3209	cell_type_4	Mix_9
cell_3210	cell_type_4	Mix_10
cell_3211	cell_type_4	Mix_1
cell_3212	cell_type_4	Mix_2
cell_3213	cell_type_4	Mix_3
cell_3214	cell_type_4	Mix_4
cell_3215	cell_type_4	Mix_5
cell_3216	cell_type_4	Mix_6
cell_3217	cell_type_4	Mix_7
cell_3218	cell_type_4	Mix_8
cell_3219	cell_type_4	Mix_9
cell_3220	cell_type_4	Mix_10
cell_3221	cell_type_4	Mix_1
cell_3222	cell_type_4	Mix_2
cell_3223	cell_type_4	Mix_3
cell_3224	cell_type_4	Mix_4
cell_3225	cell_type_4	Mix_5
cell_3226	cell_type_4	Mix_6
cell_3227	cell_type_4	Mix_7
cell_3228	cell_type_4	Mix_8
cell_3229	cell_type_4	Mix_9
cell_3230	cell_type_4	Mix_10
cell_3231	cell_type_4	Mix_1
cell_3232	cell_type_4	Mix_2
cell_3233	cell_type_4	Mix_3
cell_3234	cell_type_4	Mix_4
cell_3235	cell_type_4	Mix_5
cell_3236	cell_type_4	Mix_6
cell_3237	cell_type_4	Mix_7
cell_3238	cell_type_4	Mix_8
cell_3239	cell_type_4	Mix_9
cell_3240	cell_type_4	Mix_10
cell_3241	cell_type_4	Mix_1
cell_3242	cell_type_4	Mix_2
cell_3243	cell_type_4	Mix_3
cell_3244	cell_type_4	Mix_4
cell_3245	cell_type_4	Mix_5
cell_3246	cell_type_4	Mix_6
cell_3247	cell_type_4	Mix_7
cell_3248	cell_type_4	Mix_8
cell_3249	cell_type_4	Mix_9
cell_3250	cell_type_4	Mix_10
cell_3251	cell_type_4	Mix_1
cell_3252	cell_type_4	Mix_2
cell_3253	cell_type_4	Mix_3
cell_3254	cell_type_4	Mix_4
cell_3255	cell_type_4	Mix_5
cell_3256	cell_type_4	Mix_6
cell_3257	cell_type_4	Mix_7
cell_3258	cell_type_4	Mix_8
cell_3259	cell_type_4	Mix_9
cell_3260	cell_type_4	Mix_10
cell_3261	cell_type_4	Mix_1
cell_3262	cell_type_4	Mix_2
cell_3263	cell_type_4	Mix_3
cell_3264	cell_type_4	Mix_4
cell_3265	cell_type_4	Mix_5
cell_3266	cell_type_4	Mix_6
cell_3267	cell_type_4	Mix_7
cell_3268	cell_type_4	Mix_8
cell_3269	cell_type_4	Mix_9
cell_3270	cell_type_4	Mix_10
cell_3271	cell_type_4	Mix_1
cell_3272	cell_type_4	Mix_2
cell_3273	cell_type_4	Mix_3
cell_3274	cell_type_4	Mix_4
cell_3275	cell_type_4	Mix_5
cell_3276	cell_type_4	Mix_6
cell_3277	cell_type_4	Mix_7
cell_3278	cell_type_4	Mix_8
cell_3279	cell_type_4	Mix_9
cell_3280	cell_type_4	Mix_10
cell_3281	cell_type_4	Mix_1
cell_3282	cell_type_4	Mix_2
cell_3283	cell_type_4	Mix_3
cell_3284	cell_type_4	Mix_4
cell_3285	cell_type_4	Mix_5
cell_3286	cell_type_4	Mix_6
cell_3287	cell_type_4	Mix_7
cell_3288	cell_type_4	Mix_8
cell_3289	cell_type_4	Mix_9
cell_3290	cell_type_4	Mix_10
cell_3291	cell_type_4	Mix_1
cell_3292	cell_type_4	Mix_2
cell_3293	cell_type_4	Mix_3
cell_3294	cell_type_4	Mix_4
cell_3295	cell_type_4	Mix_5
cell_3296	cell_type_4	Mix_6
cell_3297	cell_type_4	Mix_7
cell_3298	cell_type_4	Mix_8
cell_3299	cell_type_4	Mix_9
cell_3300	cell_type_4	Mix_10
cell_3301	cell_type_4	Mix_1
cell_3302	cell_type_4	Mix_2
cell_3303	cell_type_4	Mix_3
cell_3304	cell_type_4	Mix_4
cell_3305	cell_type_4	Mix_5
cell_3306	cell_type_4	Mix_6
cell_3307	cell_type_4	Mix_7
cell_3308	cell_type_4	Mix_8
cell_3309	cell_type_4	Mix_9
cell_3310	cell_type_4	Mix_10
cell_3311	cell_type_4	Mix_1
cell_3312	cell_type_4	Mix_2
cell_3313	cell_type_4	Mix_3
cell_3314	cell_type_4	Mix_4
cell_3315	cell_type_4	Mix_5
cell_3316	cell_type_4	Mix_6
cell_3317	cell_type_4	Mix_7
cell_3318	cell_type_4	Mix_8
cell_3319	cell_type_4	Mix_9
cell_3320	cell_type_4	Mix_10
cell_3321	cell_type_4	Mix_1
cell_3322	cell_type_4	Mix_2
cell_3323	cell_type_4	Mix_3
cell_3324	cell_type_4	Mix_4
cell_3325	cell_type_4	Mix_5
cell_3326	cell_type_4	Mix_6
cell_3327	cell_type_4	Mix_7
cell_3328	cell_type_4	Mix_8
cell_3329	cell_type_4	Mix_9
cell_3330	cell_type_4	Mix_10
cell_3331	cell_type_4	Mix_1
cell_3332	cell_type_4	Mix_2
cell_3333	cell_type_4	Mix_3
cell_3334	cell_type_4	Mix_4
cell_3335	cell_type_4	Mix_5
cell_3336	cell_type_4	Mix_6
cell_3337	cell_type_4	Mix_7
cell_3338	cell_type_4	Mix_8
cell_3339	cell_type_4	Mix_9
cell_3340	cell_type_4	Mix_10
cell_3341	cell_type_4	Mix_1
cell_3342	cell_type_4	Mix_2
cell_3343	cell_type_4	Mix_3
cell_3344	cell_type_4	Mix_4
cell_3345	cell_type_4	Mix_5
cell_3346	cell_type_4	Mix_6
cell_3347	cell_type_4	Mix_7
cell_3348	cell_type_4	Mix_8
cell_3349	cell_type_4	Mix_9
cell_3350	cell_type_4	Mix_10
cell_3351	cell_type_4	Mix_1
cell_3352	cell_type_4	Mix_2
cell_3353	cell_type_4	Mix_3
cell_3354	cell_type_4	Mix_4
cell_3355	cell_type_4	Mix_5
cell_3356	cell_type_4	Mix_6
cell_3357	cell_type_4	Mix_7
cell_3358	cell_type_4	Mix_8
cell_3359	cell_type_4	Mix_9
cell_3360	cell_type_4	Mix_10
cell_3361	cell_type_4	Mix_1
cell_3362	cell_type_4	Mix_2
cell_3363	cell_type_4	Mix_3
cell_3364	cell_type_4	Mix_4
cell_3365	cell_type_4	Mix_5
cell_3366	cell_type_4	Mix_6
cell_3367	cell_type_4	Mix_7
cell_3368	cell_type_4	Mix_8
cell_3369	cell_type_4	Mix_9
cell_3370	cell_type_4	Mix_10
cell_3371	cell_type_4	Mix_1
cell_3372	cell_type_4	Mix_2
cell_3373	cell_type_4	Mix_3
cell_3374	cell_type_4	Mix_4
cell_3375	cell_type_4	Mix_5
cell_3376	cell_type_4	Mix_6
cell_3377	cell_type_4	Mix_7
cell_3378	cell_type_4	Mix_8
cell_3379	cell_type_4	Mix_9
cell_3380	cell_type_4	Mix_10
cell_3381	cell_type_4	Mix_1
cell_3382	cell_type_4	Mix_2
cell_3383	cell_type_4	Mix_3
cell_3384	cell_type_4	Mix_4
cell_3385	cell_type_4	Mix_5
cell_3386	cell_type_4	Mix_6
cell_3387	cell_type_4	Mix_7
cell_3388	cell_type_4	Mix_8
cell_3389	cell_type_4	Mix_9
cell_3390	cell_type_4	Mix_10
cell_3391	cell_type_4	Mix_1
cell_3392	cell_type_4	Mix_2
cell_3393	cell_type_4	Mix_3
cell_3394	cell_type_4	Mix_4
cell_3395	cell_type_4	Mix_5
cell_3396	cell_type_4	Mix_6
cell_3397	cell_type_4	Mix_7
cell_3398	cell_type_4	Mix_8
cell_3399	cell_type_4	Mix_9
cell_3400	cell_type_4	Mix_10
cell_3401	cell_type_4	Mix_1
cell_3402	cell_type_4	Mix_2
cell_3403	cell_type_4	Mix_3
cell_3404	cell_type_4	Mix_4
cell_3405	cell_type_4	Mix_5
cell_3406	cell_type_4	Mix_6
cell_3407	cell_type_4	Mix_7
cell_3408	cell_type_4	Mix_8
cell_3409	cell_type_4	Mix_9
cell_3410	cell_type_4	Mix_10
cell_3411	cell_type_4	Mix_1
cell_3412	cell_type_4	Mix_2
cell_3413	cell_type_4	Mix_3
cell_3414	cell_type_4	Mix_4
cell_3415	cell_type_4	Mix_5
cell_3416	cell_type_4	Mix_6
cell_3417	cell_type_4	Mix_7
cell_3418	cell_type_4	Mix_8
cell_3419	cell_type_4	Mix_9
cell_3420	cell_type_4	Mix_10
cell_3421	cell_type_4	Mix_1
cell_3422	cell_type_4	Mix_2
cell_3423	cell_type_4	Mix_3
cell_3424	cell_type_4	Mix_4
cell_3425	cell_type_4	Mix_5
cell_3426	cell_type_4	Mix_6
cell_3427	cell_type_4	Mix_7
cell_3428	cell_type_4	Mix_8
cell_3429	cell_type_4	Mix_9
cell_3430	cell_type_4	Mix_10
cell_3431	cell_type_4	Mix_1
cell_3432	cell_type_4	Mix_2
cell_3433	cell_type_4	Mix_3
cell_3434	cell_type_4	Mix_4
cell_3435	cell_type_4	Mix_5
cell_3436	cell_type_4	Mix_6
cell_3437	cell_type_4	Mix_7
cell_3438	cell_type_4	Mix_8
cell_3439	cell_type_4	Mix_9
cell_3440	cell_type_4	Mix_10
cell_3441	cell_type_4	Mix_1
cell_3442	cell_type_4	Mix_2
cell_3443	cell_type_4	Mix_3
cell_3444	cell_type_4	Mix_4
cell_3445	cell_type_4	Mix_5
cell_3446	cell_type_4	Mix_6
cell_3447	cell_type_4	Mix_7
cell_3448	cell_type_4	Mix_8
cell_3449	cell_type_4	Mix_9
cell_3450	cell_type_4	Mix_10
cell_3451	cell_type_4	Mix_1
cell_3452	cell_type_4	Mix_2
cell_3453	cell_type_4	Mix_3
cell_3454	cell_type_4	Mix_4
cell_3455	cell_type_4	Mix_5
cell_3456	cell_type_4	Mix_6
cell_3457	cell_type_4	Mix_7
cell_3458	cell_type_4	Mix_8
cell_3459	cell_type_4	Mix_9
cell_3460	cell_type_4	Mix_10
cell_3461	cell_type_4	Mix_1
cell_3462	cell_type_4	Mix_2
cell_3463	cell_type_4	Mix_3
cell_3464	cell_type_4	Mix_4
cell_3465	cell_type_4	Mix_5
cell_3466	cell_type_4	Mix_6
cell_3467	cell_type_4	Mix_7
cell_3468	cell_type_4	Mix_8
cell_3469	cell_type_4	Mix_9
cell_3470	cell_type_4	Mix_10
cell_3471	cell_type_4	Mix_1
cell_3472	cell_type_4	Mix_2
cell_3473	cell_type_4	Mix_3
cell_3474	cell_type_4	Mix_4
cell_3475	cell_type_4	Mix_5
cell_3476	cell_type_4	Mix_6
cell_3477	cell_type_4	Mix_7
cell_3478	cell_type_4	Mix_8
cell_3479	cell_type_4	Mix_9
cell_3480	cell_type_4	Mix_10
cell_3481	cell_type_4	Mix_1
cell_3482	cell_type_4	Mix_2
cell_3483	cell_type_4	Mix_3
cell_3484	cell_type_4	Mix_4
cell_3485	cell_type_4	Mix_5
cell_3486	cell_type_4	Mix_6
cell_3487	cell_type_4	Mix_7
cell_3488	cell_type_4	Mix_8
cell_3489	cell_type_4	Mix_9
cell_3490	cell_type_4	Mix_10
cell_3491	cell_type_4	Mix_1
cell_3492	cell_type_4	Mix_2
cell_3493	cell_type_4	Mix_3
cell_3494	cell_type_4	Mix_4
cell_3495	cell_type_4	Mix_5
cell_3496	cell_type_4	Mix_6
cell_3497	cell_type_4	Mix_7
cell_3498	cell_type_4	Mix_8
cell_3499	cell_type_4	Mix_9
cell_3500	cell_type_4	Mix_10
cell_3501	cell_type_4	Mix_1
cell_3502	cell_type_4	Mix_2
cell_3503	cell_type_4	Mix_3
cell_3504	cell_type_4	Mix_4
cell_3505	cell_type_4	Mix_5
cell_3506	cell_type_4	Mix_6
cell_3507	cell_type_4	Mix_7
cell_3508	cell_type_4	Mix_8
cell_3509	cell_type_4	Mix_9
cell_3510	cell_type_4	Mix_10
cell_3511	cell_type_4	Mix_1
cell_3512	cell_type_4	Mix_2
cell_3513	cell_type_4	Mix_3
cell_3514	cell_type_4	Mix_4
cell_3515	cell_type_4	Mix_5
cell_3516	cell_type_4	Mix_6
cell_3517	cell_type_4	Mix_7
cell_3518	cell_type_4	Mix_8
cell_3519	cell_type_4	Mix_9
cell_3520	cell_type_4	Mix_10
cell_3521	cell_type_4	Mix_1
cell_3522	cell_type_4	Mix_2
cell_3523	cell_type_4	Mix_3
cell_3524	cell_type_4	Mix_4
cell_3525	cell_type_4	Mix_5
cell_3526	cell_type_4	Mix_6
cell_3527	cell_type_4	Mix_7
cell_3528	cell_type_4	Mix_8
cell_3529	cell_type_4	Mix_9
cell_3530	cell_type_4	Mix_10
cell_3531	cell_type_4	Mix_1
cell_3532	cell_type_4	Mix_2
cell_3533	cell_type_4	Mix_3
cell_3534	cell_type_4	Mix_4
cell_3535	cell_type_4	Mix_5
cell_3536	cell_type_4	Mix_6
cell_3537	cell_type_4	Mix_7
cell_3538	cell_type_4	Mix_8
cell_3539	cell_type_4	Mix_9
cell_3540	cell_type_4	Mix_10
cell_3541	cell_type_4	Mix_1
cell_3542	cell_type_4	Mix_2
cell_3543	cell_type_4	Mix_3
cell_3544	cell_type_4	Mix_4
cell_3545	cell_type_4	Mix_5
cell_3546	cell_type_4	Mix_6
cell_3547	cell_type_4	Mix_7
cell_3548	cell_type_4	Mix_8
cell_3549	cell_type_4	Mix_9
cell_3550	cell_type_4	Mix_10
cell_3551	cell_type_4	Mix_1
cell_3552	cell_type_4	Mix_2
cell_3553	cell_type_4	Mix_3
cell_3554	cell_type_4	Mix_4
cell_3555	cell_type_4	Mix_5
cell_3556	cell_type_4	Mix_6
cell_3557	cell_type_4	Mix_7
cell_3558	cell_type_4	Mix_8
cell_3559	cell_type_4	Mix_9
cell_3560	cell_type_4	Mix_10
cell_3561	cell_type_4	Mix_1
cell_3562	cell_type_4	Mix_2
cell_3563	cell_type_4	Mix_3
cell_3564	cell_type_4	Mix_4
cell_3565	cell_type_4	Mix_5
cell_3566	cell_type_4	Mix_6
cell_3567	cell_type_4	Mix_7
cell_3568	cell_type_4	Mix_8
cell_3569	cell_type_4	Mix_9
cell_3570	cell_type_4	Mix_10
cell_3571	cell_type_4	Mix_1
cell_3572	cell_type_4	Mix_2
cell_3573	cell_type_4	Mix_3
cell_3574	cell_type_4	Mix_4
cell_3575	cell_type_4	Mix_5
cell_3576	cell_type_4	Mix_6
cell_3577	cell_type_4	Mix_7
cell_3578	cell_type_4	Mix_8
cell_3579	cell_type_4	Mix_9
cell_3580	cell_type_4	Mix_10
cell_3581	cell_type_4	Mix_1
cell_3582	cell_type_4	Mix_2
cell_3583	cell_type_4	Mix_3
cell_3584	cell_type_4	Mix_4
cell_3585	cell_type_4	Mix_5
cell_3586	cell_type_4	Mix_6
cell_3587	cell_type_4	Mix_7
cell_3588	cell_type_4	Mix_8
cell_3589	cell_type_4	Mix_9
cell_3590	cell_type_4	Mix_10
cell_3591	cell_type_4	Mix_1
cell_3592	cell_type_4	Mix_2
cell_3593	cell_type_4	Mix_3
cell_3594	cell_type_4	Mix_4
cell_3595	cell_type_4	Mix_5
cell_3596	cell_type_4	Mix_6
cell_3597	cell_type_4	Mix_7
cell_3598	cell_type_4	Mix_8
cell_3599	cell_type_4	Mix_9
cell_3600	cell_type_4	Mix_10
cell_3601	cell_type_4	Mix_1
cell_3602	cell_type_4	Mix_2
cell_3603	cell_type_4	Mix_3
cell_3604	cell_type_4	Mix_4
cell_3605	cell_type_4	Mix_5
cell_3606	cell_type_4	Mix_6
cell_3607	cell_type_4	Mix_7
cell_3608	cell_type_4	Mix_8
cell_3609	cell_type_4	Mix_9
cell_3610	cell_type_4	Mix_10
cell_3611	cell_type_4	Mix_1
cell_3612	cell_type_4	Mix_2
cell_3613	cell_type_4	Mix_3
cell_3614	cell_type_4	Mix_4
cell_3615	cell_type_4	Mix_5
cell_3616	cell_type_4	Mix_6
cell_3617	cell_type_4	Mix_7
cell_3618	cell_type_4	Mix_8
cell_3619	cell_type_4	Mix_9
cell_3620	cell_type_4	Mix_10
cell_3621	cell_type_4	Mix_1
cell_3622	cell_type_4	Mix_2
cell_3623	cell_type_4	Mix_3
cell_3624	cell_type_4	Mix_4
cell_3625	cell_type_4	Mix_5
cell_3626	cell_type_4	Mix_6
cell_3627	cell_type_4	Mix_7
cell_3628	cell_type_4	Mix_8
cell_3629	cell_type_4	Mix_9
cell_3630	cell_type_4	Mix_10
cell_3631	cell_type_4	Mix_1
cell_3632	cell_type_4	Mix_2
cell_3633	cell_type_4	Mix_3
cell_3634	cell_type_4	Mix_4
cell_3635	cell_type_4	Mix_5
cell_3636	cell_type_4	Mix_6
cell_3637	cell_type_4	Mix_7
cell_3638	cell_type_4	Mix_8
cell_3639	cell_type_4	Mix_9
cell_3640	cell_type_4	Mix_10
cell_3641	cell_type_4	Mix_1
cell_3642	cell_type_4	Mix_2
cell_3643	cell_type_4	Mix_3
cell_3644	cell_type_4	Mix_4
cell_3645	cell_type_4	Mix_5
cell_3646	cell_type_4	Mix_6
cell_3647	cell_type_4	Mix_7
cell_3648	cell_type_4	Mix_8
cell_3649	cell_type_4	Mix_9
cell_3650	cell_type_4	Mix_10
cell_3651	cell_type_4	Mix_1
cell_3652	cell_type_4	Mix_2
cell_3653	cell_type_4	Mix_3
cell_3654	cell_type_4	Mix_4
cell_3655	cell_type_4	Mix_5
cell_3656	cell_type_4	Mix_6
cell_3657	cell_type_4	Mix_7
cell_3658	cell_type_4	Mix_8
cell_3659	cell_type_4	Mix_9
cell_3660	cell_type_4	Mix_10
cell_3661	cell_type_4	Mix_1
cell_3662	cell_type_4	Mix_2
cell_3663	cell_type_4	Mix_3
cell_3664	cell_type_4	Mix_4
cell_3665	cell_type_4	Mix_5
cell_3666	cell_type_4	Mix_6
cell_3667	cell_type_4	Mix_7
cell_3668	cell_type_4	Mix_8
cell_3669	cell_type_4	Mix_9
cell_3670	cell_type_4	Mix_10
cell_3671	cell_type_4	Mix_1
cell_3672	cell_type_4	Mix_2
cell_3673	cell_type_4	Mix_3
cell_3674	cell_type_4	Mix_4
cell_3675	cell_type_4	Mix_5
cell_3676	cell_type_4	Mix_6
cell_3677	cell_type_4	Mix_7
cell_3678	cell_type_4	Mix_8
cell_3679	cell_type_4	Mix_9
cell_3680	cell_type_4	Mix_10
cell_3681	cell_type_4	Mix_1
cell_3682	cell_type_4	Mix_2
cell_3683	cell_type_4	Mix_3
cell_3684	cell_type_4	Mix_4
cell_3685	cell_type_4	Mix_5
cell_3686	cell_type_4	Mix_6
cell_3687	cell_type_4	Mix_7
cell_3688	cell_type_4	Mix_8
cell_3689	cell_type_4	Mix_9
cell_3690	cell_type_4	Mix_10
cell_3691	cell_type_4	Mix_1
cell_3692	cell_type_4	Mix_2
cell_3693	cell_type_4	Mix_3
cell_3694	cell_type_4	Mix_4
cell_3695	cell_type_4	Mix_5
cell_3696	cell_type_4	Mix_6
cell_3697	cell_type_4	Mix_7
cell_3698	cell_type_4	Mix_8
cell_3699	cell_type_4	Mix_9
cell_3700	cell_type_4	Mix_10
cell_3701	cell_type_4	Mix_1
cell_3702	cell_type_4	Mix_2
cell_3703	cell_type_4	Mix_3
cell_3704	cell_type_4	Mix_4
cell_3705	cell_type_4	Mix_5
cell_3706	cell_type_4	Mix_6
cell_3707	cell_type_4	Mix_7
cell_3708	cell_type_4	Mix_8
cell_3709	cell_type_4	Mix_9
cell_3710	cell_type_4	Mix_10
cell_3711	cell_type_4	Mix_1
cell_3712	cell_type_4	Mix_2
cell_3713	cell_type_4	Mix_3
cell_3714	cell_type_4	Mix_4
cell_3715	cell_type_4	Mix_5
cell_3716	cell_type_4	Mix_6
cell_3717	cell_type_4	Mix_7
cell_3718	cell_type_4	Mix_8
cell_3719	cell_type_4	Mix_9
cell_3720	cell_type_4	Mix_10
cell_3721	cell_type_4	Mix_1
cell_3722	cell_type_4	Mix_2
cell_3723	cell_type_4	Mix_3
cell_3724	cell_type_4	Mix_4
cell_3725	cell_type_4	Mix_5
cell_3726	cell_type_4	Mix_6
cell_3727	cell_type_4	Mix_7
cell_3728	cell_type_4	Mix_8
cell_3729	cell_type_4	Mix_9
cell_3730	cell_type_4	Mix_10
cell_3731	cell_type_4	Mix_1
